,city_development_index,experience,last_new_job,training_hours,target,gender_Male,gender_Other,relevent_experience_No relevent experience,enrolled_university_Part time course,enrolled_university_no_enrollment,education_level_Phd,education_level_Undergraduate,cdi_bucket_medium_human_development,cdi_bucket_high_human_development,cdi_bucket_very_high_human_development,company_type_Other,company_type_Public Sector,company_type_Pvt Ltd,company_type_Startup Company,company_type_Unknown,major_STEM
9807,0.926,21,5,70,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
9808,0.92,21,5,188,1.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
9809,0.624,7,4,104,1.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
9812,0.6659999999999999,2,2,14,1.0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0
9813,0.7390000000000001,21,5,12,0.0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1
9815,0.92,14,1,54,0.0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1
9816,0.926,10,1,4,1.0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
9817,0.92,21,3,32,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
9818,0.92,8,4,33,0.0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
9820,0.763,9,1,68,0.0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1
9821,0.855,21,1,55,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
9822,0.92,21,3,16,0.0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
9823,0.92,21,1,30,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
9826,0.92,10,2,80,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
9827,0.897,7,3,27,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
9828,0.92,19,5,16,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
9829,0.92,7,1,56,1.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
9832,0.91,13,1,57,1.0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
9833,0.92,20,5,130,0.0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
9835,0.92,9,1,198,1.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1
9837,0.91,21,1,46,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
9838,0.939,4,1,109,0.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
9839,0.804,2,1,2,1.0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1
9841,0.92,21,5,94,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
9843,0.91,21,5,162,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
9844,0.624,6,0,21,1.0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1
9846,0.624,9,2,118,0.0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1
9847,0.92,11,1,37,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
9848,0.698,16,3,70,0.0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1
9849,0.843,21,5,12,0.0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1
9850,0.92,21,1,117,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
9851,0.624,8,0,78,1.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
9852,0.698,7,3,51,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
9853,0.92,10,1,20,1.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
9854,0.92,0,2,55,1.0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1
9856,0.926,10,1,9,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
9857,0.91,21,5,114,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
9859,0.92,9,0,166,0.0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
9860,0.92,10,2,99,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
9862,0.92,21,4,214,1.0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0
9865,0.647,10,1,74,0.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
9867,0.8959999999999999,21,5,26,0.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1
9869,0.92,17,1,70,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
9870,0.939,21,5,102,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
9871,0.624,5,1,168,1.0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
9872,0.91,21,5,83,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
9873,0.878,13,3,28,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
9874,0.92,21,5,7,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
9876,0.855,17,1,9,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
9878,0.855,6,3,37,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
9879,0.92,6,3,170,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
9880,0.926,5,1,18,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
9881,0.92,14,0,147,0.0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1
9884,0.624,0,0,284,1.0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
9885,0.624,6,1,34,1.0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1
9887,0.926,9,1,56,0.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
9889,0.624,3,0,180,1.0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1
9892,0.92,4,4,23,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
9895,0.92,13,5,34,0.0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1
9897,0.926,9,2,74,0.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
9899,0.624,8,1,18,0.0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
9900,0.92,21,5,7,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
9901,0.698,2,1,10,0.0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
9902,0.91,13,2,328,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
9903,0.899,15,2,6,0.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
9904,0.92,0,1,53,0.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
9905,0.878,21,4,60,1.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
9908,0.92,0,3,37,1.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
9911,0.926,14,1,24,1.0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0
9915,0.92,21,4,57,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
9917,0.915,9,2,68,1.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
9918,0.836,13,3,20,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
9920,0.92,10,1,50,0.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
9921,0.855,9,3,38,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
9923,0.7759999999999999,1,1,34,0.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
9926,0.802,15,5,10,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
9929,0.899,21,5,7,1.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
9931,0.624,5,0,28,1.0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1
9932,0.893,21,5,25,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
9933,0.555,6,2,70,1.0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0
9934,0.897,17,1,18,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
9936,0.92,21,3,86,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
9937,0.624,2,1,34,1.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
9942,0.92,21,5,69,0.0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1
9946,0.92,12,5,45,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
9947,0.843,18,4,7,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
9949,0.92,21,3,11,1.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
9951,0.926,9,1,37,0.0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
9952,0.92,12,4,50,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
9955,0.91,2,1,20,0.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
9960,0.897,9,3,28,0.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
9961,0.624,8,1,57,1.0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
9962,0.92,10,5,39,0.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
9964,0.926,7,2,83,0.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
9965,0.92,16,5,90,0.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
9966,0.579,2,2,32,0.0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1
9967,0.92,10,1,55,0.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
9968,0.887,13,2,83,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
9969,0.624,5,1,92,0.0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
9970,0.92,3,1,74,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
9971,0.92,9,5,46,0.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
9972,0.92,14,1,11,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
9975,0.899,16,4,50,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
9976,0.926,21,2,59,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
9977,0.92,21,1,15,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
9981,0.843,15,0,12,0.0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
9982,0.925,5,1,75,0.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
9983,0.92,16,3,12,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
9986,0.92,21,5,29,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
9987,0.7809999999999999,7,1,21,0.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
9988,0.92,2,2,5,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
9989,0.897,9,1,4,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
9991,0.92,0,1,17,1.0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1
9992,0.794,5,1,65,0.0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
9994,0.804,17,1,75,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
9995,0.754,0,0,7,0.0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1
9996,0.92,4,1,42,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
9997,0.92,2,1,12,0.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
9998,0.804,7,1,2,1.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
9999,0.939,9,1,40,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
10003,0.926,21,1,18,0.0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1
10006,0.926,7,1,324,1.0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1
10007,0.767,4,1,26,0.0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1
10008,0.6890000000000001,16,5,140,0.0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
10009,0.92,21,5,158,0.0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0
10013,0.92,20,5,7,0.0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1
10016,0.624,1,1,22,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
10018,0.624,10,0,44,1.0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
10019,0.725,3,1,50,0.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1
10020,0.92,9,5,78,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
10021,0.897,11,2,12,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
10022,0.92,7,3,28,0.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
10023,0.893,10,5,222,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
10024,0.92,9,5,13,0.0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
10026,0.92,10,3,33,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
10027,0.6890000000000001,5,1,61,0.0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1
10029,0.924,12,0,50,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
10030,0.92,21,5,49,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
10033,0.91,8,1,74,0.0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
10035,0.884,5,1,7,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
10036,0.55,2,1,65,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
10038,0.847,3,0,39,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
10039,0.92,9,4,34,0.0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1
10041,0.91,6,4,15,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
10042,0.848,7,0,86,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
10043,0.847,20,0,9,0.0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1
10044,0.92,13,1,84,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
10047,0.926,21,1,140,0.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
10048,0.926,15,5,14,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
10049,0.92,7,5,22,0.0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
10050,0.897,14,1,83,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
10054,0.624,4,1,70,0.0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
10058,0.754,21,5,26,0.0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1
10059,0.91,5,1,70,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
10060,0.91,17,2,52,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
10061,0.92,6,3,55,0.0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
10062,0.738,3,1,55,1.0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
10065,0.8270000000000001,13,0,15,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
10066,0.897,16,1,80,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
10067,0.92,19,2,48,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
10068,0.939,16,1,139,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
10069,0.926,10,1,70,0.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
10071,0.624,2,0,59,1.0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1
10072,0.624,7,1,63,0.0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1
10073,0.92,6,1,106,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
10074,0.83,15,2,16,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
10075,0.92,14,2,64,0.0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1
10077,0.624,2,0,83,0.0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0
10078,0.624,5,1,21,1.0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
10079,0.92,2,1,19,1.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
10080,0.866,9,5,53,0.0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1
10083,0.926,16,5,101,0.0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
10085,0.802,8,2,22,1.0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
10086,0.579,15,0,68,1.0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0
10087,0.91,2,0,78,1.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
10089,0.92,21,1,28,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
10090,0.926,21,5,21,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
10093,0.92,9,2,34,1.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
10094,0.92,15,5,37,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
10095,0.92,21,5,33,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
10097,0.897,0,1,114,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
10098,0.92,21,4,69,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
10099,0.887,21,2,139,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
10102,0.91,18,1,15,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
10105,0.855,2,0,6,0.0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
10107,0.92,21,5,83,0.0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
10108,0.92,6,3,26,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
10109,0.92,21,5,90,0.0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
10110,0.624,10,1,7,0.0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
10112,0.92,21,1,80,1.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
10113,0.624,5,2,23,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
10115,0.92,6,1,11,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
10116,0.92,17,1,48,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
10117,0.91,21,1,10,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
10118,0.926,9,2,2,0.0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
10120,0.691,7,1,96,0.0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1
10122,0.92,7,2,10,0.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
10123,0.848,12,1,36,1.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
10124,0.624,6,3,56,1.0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
10125,0.91,9,2,56,1.0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0
10126,0.92,21,5,32,1.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
10127,0.899,4,0,18,1.0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1
10128,0.91,9,2,324,0.0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
10129,0.924,7,2,184,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
10131,0.855,2,1,49,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
10133,0.92,21,5,98,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
10134,0.624,12,1,6,0.0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
10135,0.735,15,5,18,1.0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1
10136,0.624,5,1,32,0.0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1
10137,0.624,1,1,58,1.0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
10138,0.895,6,2,73,0.0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
10139,0.92,21,1,21,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
10140,0.899,13,1,20,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
10141,0.92,5,1,56,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
10142,0.92,21,5,6,0.0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
10143,0.624,2,1,4,1.0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
10144,0.939,13,1,54,1.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
10145,0.92,7,1,57,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
10146,0.926,21,3,1,0.0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
10147,0.91,5,1,50,0.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
10148,0.92,13,5,10,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
10149,0.91,1,1,46,0.0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
10152,0.92,8,1,106,1.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
10153,0.92,17,5,96,1.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
10155,0.913,7,1,18,0.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
10157,0.924,21,5,39,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
10158,0.92,21,1,15,0.0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
10159,0.897,6,0,50,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
10160,0.895,9,1,89,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
10161,0.682,6,1,45,0.0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
10162,0.762,10,1,122,0.0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
10163,0.884,5,1,87,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
10165,0.624,5,0,13,1.0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1
10166,0.926,19,1,130,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
10170,0.92,21,1,20,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
10171,0.92,7,3,25,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
10172,0.939,21,0,50,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
10174,0.55,6,1,23,1.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
10176,0.926,10,0,44,0.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
10177,0.624,10,2,9,1.0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
10178,0.624,1,0,42,0.0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
10181,0.897,13,0,73,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
10182,0.698,21,5,54,0.0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
10185,0.92,5,1,21,0.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
10187,0.926,8,2,242,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
10188,0.624,0,2,30,1.0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1
10189,0.848,15,1,19,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
10190,0.897,5,3,162,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
10191,0.91,9,1,8,0.0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
10192,0.92,11,1,24,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
10194,0.743,9,3,51,0.0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1
10196,0.579,5,1,89,1.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
10197,0.897,5,0,86,0.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
10198,0.92,14,1,18,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
10201,0.727,2,1,42,0.0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1
10203,0.926,13,1,51,0.0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
10204,0.92,19,5,46,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
10206,0.91,21,2,31,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
10207,0.624,8,2,102,1.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
10208,0.698,4,1,9,0.0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1
10210,0.624,4,0,48,1.0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1
10211,0.91,5,1,118,1.0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0
10212,0.92,10,1,118,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
10214,0.92,5,1,42,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
10215,0.698,0,2,26,1.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
10216,0.926,21,5,14,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
10217,0.92,9,2,78,1.0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1
10219,0.624,1,0,87,0.0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1
10220,0.804,11,1,15,1.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
10222,0.624,9,1,79,1.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
10223,0.92,5,2,19,1.0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1
10225,0.926,10,1,62,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
10229,0.926,11,1,82,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
10231,0.624,2,0,30,0.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1
10232,0.804,21,5,168,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
10235,0.727,5,1,48,0.0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
10236,0.92,13,2,84,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
10237,0.925,21,5,116,0.0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1
10239,0.804,3,1,76,0.0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1
10240,0.579,2,1,4,1.0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
